Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;1425;1184;1666;100;31;31;0;7;99,5;1;1066;352;53;38;214;47;46;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;1553;1279;1827;100;31;31;0;10;99,4;2;1191;353;27;70;220;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;1553;1279;1827;100;31;31;0;10;99,4;Totalt i retning UNN;1190;353;27;70;220;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;1425;1185;1665;100;31;31;0;7;99,5;Totalt i retning Planetariet;1066;352;53;38;213;47;46;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2978;2464;3492;100;31;31;0;17;99,4;Totalt;2256;704;80;108;433;83;81;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;1716;1433;1999;100;28;28;0;12;99,3;1;1328;376;65;40;219;53;51;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;1851;1535;2167;100;28;28;0;15;99,2;2;1478;359;24;71;228;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;1852;1536;2168;100;28;28;0;15;99,2;Totalt i retning UNN;1478;359;24;71;228;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;1715;1432;1998;100;28;28;0;11;99,4;Totalt i retning Planetariet;1328;376;64;40;219;53;51;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;3566;2967;4165;100;28;28;0;26;99,3;Totalt;2806;734;88;112;447;88;85;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1835;1563;2107;100;31;31;0;14;99,2;1;1424;397;82;36;220;60;58;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1946;1647;2245;100;31;31;0;22;98,9;2;1555;369;29;63;236;41;39;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1946;1647;2245;100;31;31;0;22;98,9;Totalt i retning UNN;1556;369;29;63;236;41;39;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1835;1564;2106;100;31;31;0;14;99,2;Totalt i retning Planetariet;1424;397;81;36;220;60;58;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;3781;3211;4351;100;31;31;0;36;99;Totalt;2979;766;110;99;456;101;97;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;1476;1172;1780;100;30;30;0;10;99,3;1;1131;334;61;27;192;54;53;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;1586;1251;1921;100;30;30;0;15;99,1;2;1251;320;22;43;217;37;36;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;1586;1251;1921;100;30;30;0;15;99,1;Totalt i retning UNN;1251;320;22;43;217;37;36;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;1476;1172;1780;100;30;30;0;11;99,3;Totalt i retning Planetariet;1131;334;61;27;192;54;53;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3062;2423;3701;100;30;30;0;26;99,2;Totalt;2382;654;83;70;409;92;89;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;1612;1349;1875;100;31;31;0;12;99,3;1;1245;355;66;27;207;56;54;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;1707;1415;1999;100;31;31;0;22;98,7;2;1348;337;23;42;229;43;41;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;1708;1416;2000;100;31;31;0;23;98,7;Totalt i retning UNN;1348;337;23;42;229;43;41;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;1612;1349;1875;100;31;31;0;12;99,3;Totalt i retning Planetariet;1245;355;66;27;207;56;54;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3319;2764;3874;100;31;31;0;34;99;Totalt;2593;691;89;69;435;99;95;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;1437;1218;1656;100;30;30;0;15;99;1;1077;345;62;24;202;57;56;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;1521;1278;1764;100;30;30;0;36;97,6;2;1152;333;21;45;226;41;40;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;1521;1278;1764;100;30;30;0;36;97,6;Totalt i retning UNN;1152;333;21;45;226;41;40;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;1437;1218;1656;100;30;30;0;15;99;Totalt i retning Planetariet;1077;345;62;24;202;57;56;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;2958;2496;3420;100;30;30;0;51;98,3;Totalt;2229;678;83;69;427;98;96;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;695;600;790;99,9;31;31;0;9;98,7;1;462;224;33;17;139;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;715;611;819;99,9;31;31;0;10;98,6;2;485;220;13;39;146;22;21;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;718;614;822;99,9;31;31;0;10;98,6;Totalt i retning UNN;486;222;14;39;147;23;22;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;693;598;788;99,9;31;31;0;10;98,6;Totalt i retning Planetariet;460;223;33;17;138;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;1411;1213;1609;99,9;31;31;0;20;98,6;Totalt;946;445;46;56;285;57;56;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;1384;1122;1646;100;31;31;0;17;98,8;1;1069;298;59;24;167;48;47;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;1363;1098;1628;100;31;31;0;29;97,9;2;1051;282;19;42;189;31;30;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;1364;1099;1629;100;31;31;0;30;97,8;Totalt i retning UNN;1052;282;19;42;189;31;30;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;1384;1123;1645;100;31;31;0;18;98,7;Totalt i retning Planetariet;1068;298;59;24;167;48;47;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;2748;2222;3274;100;31;31;0;48;98,3;Totalt;2120;580;78;67;356;79;77;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;1753;1485;2021;100;30;30;0;19;98,9;1;1353;381;69;29;220;62;60;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;1817;1534;2100;100;30;30;0;40;97,8;2;1412;366;24;51;244;47;45;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;1818;1535;2101;100;30;30;0;41;97,7;Totalt i retning UNN;1412;366;24;51;244;47;45;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;1752;1484;2020;100;30;30;0;18;99;Totalt i retning Planetariet;1353;381;69;29;220;62;60;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3570;3019;4121;100;30;30;0;59;98,3;Totalt;2765;746;94;80;464;108;105;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;1643;1369;1917;100;31;31;0;16;99;1;1260;368;69;31;198;70;68;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;1734;1438;2030;100;31;31;0;30;98,3;2;1355;349;25;52;230;43;41;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;1734;1438;2030;100;31;31;0;30;98,3;Totalt i retning UNN;1355;349;25;52;229;43;41;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;1642;1369;1915;100;31;31;0;15;99,1;Totalt i retning Planetariet;1259;368;69;31;198;69;67;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;3376;2806;3946;100;31;31;0;45;98,7;Totalt;2614;717;94;83;428;112;108;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;1738;1478;1998;96,7;30;29;1;12;99,3;1;1341;384;75;34;210;65;64;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;1863;1575;2151;96,7;30;29;1;23;98,8;2;1477;363;29;62;236;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;1864;1576;2152;96,7;30;29;1;23;98,8;Totalt i retning UNN;1477;363;29;62;236;36;35;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;1736;1476;1996;96,7;30;29;1;11;99,4;Totalt i retning Planetariet;1341;384;75;34;210;65;64;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;3601;3053;4149;96,7;30;29;1;36;99;Totalt;2818;747;104;95;446;102;99;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;1293;1020;1566;100;31;31;0;10;99,2;1;956;327;54;31;198;45;44;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;1404;1109;1699;100;31;31;0;15;98,9;2;1069;320;23;44;209;43;41;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;1404;1108;1700;100;31;31;0;15;98,9;Totalt i retning UNN;1069;321;23;45;209;43;41;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;1293;1020;1566;100;31;31;0;10;99,2;Totalt i retning Planetariet;956;327;54;31;198;45;44;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2697;2128;3266;100;31;31;0;24;99,1;Totalt;2025;648;77;76;407;88;85;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1385;1173;1597;100;31;31;0;12;99,1;1;1011;362;59;35;205;62;59;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1496;1261;1731;100;31;31;0;8;99,5;2;1120;368;31;56;235;46;44;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1497;1262;1732;100;31;31;0;9;99,4;Totalt i retning UNN;1120;368;31;56;235;46;44;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1384;1172;1596;100;31;31;0;12;99,1;Totalt i retning Planetariet;1011;361;59;35;205;62;59;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2881;2434;3328;100;31;31;0;21;99,3;Totalt;2131;729;90;91;440;107;103;4
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1485;1260;1710;100;28;28;0;12;99,2;1;1101;372;66;35;218;52;51;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1583;1335;1831;100;28;28;0;11;99,3;2;1196;376;35;47;245;50;48;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1584;1336;1832;100;28;28;0;11;99,3;Totalt i retning UNN;1196;377;35;47;245;50;48;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1484;1259;1709;100;28;28;0;12;99,2;Totalt i retning Planetariet;1101;371;66;35;218;52;51;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;3068;2596;3540;100;28;28;0;23;99,3;Totalt;2297;748;100;82;464;102;99;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;1454;1243;1665;100;31;31;0;9;99,4;1;1071;374;52;53;228;42;41;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;1560;1331;1789;100;31;31;0;8;99,5;2;1153;399;38;70;245;47;45;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;1561;1332;1790;100;31;31;0;9;99,4;Totalt i retning UNN;1153;399;38;70;245;47;45;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;1454;1243;1665;100;31;31;0;9;99,4;Totalt i retning Planetariet;1071;374;51;53;228;42;41;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;3015;2575;3455;100;31;31;0;18;99,4;Totalt;2224;773;89;122;473;89;86;3
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1193;944;1442;100;30;30;0;10;99,2;1;877;306;48;20;193;45;44;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1259;993;1525;100;30;30;0;12;99;2;935;313;22;44;215;32;30;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1259;993;1525;100;30;30;0;12;99;Totalt i retning UNN;935;313;22;44;215;32;30;2
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1193;944;1442;100;30;30;0;10;99,2;Totalt i retning Planetariet;877;306;48;20;193;45;44;1
01057V1109432;Hansine Hansens veg;KV12650 S2D1 m20;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2453;1938;2968;100;30;30;0;22;99,1;Totalt;1811;619;70;65;408;77;74;3
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3428;2995;3861;100;31;31;0;0;100;1;3189;239;76;91;57;16;15;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3696;3230;4162;100;31;31;0;1;100;2;3434;261;82;105;58;16;14;2
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3696;3230;4162;100;31;31;0;1;100;Totalt i retning SENTRUM;3434;261;82;105;58;16;14;2
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3429;2996;3862;100;31;31;0;1;100;Totalt i retning BREIVIKA;3189;239;76;91;57;16;15;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;7124;6226;8022;100;31;31;0;1;100;Totalt;6623;500;158;196;115;31;28;3
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;3688;3272;4104;100;28;28;0;1;100;1;3432;255;78;97;65;15;14;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;3883;3443;4323;100;28;28;0;6;99,8;2;3598;278;84;111;68;15;13;2
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;3882;3442;4322;100;28;28;0;6;99,8;Totalt i retning SENTRUM;3598;278;84;111;68;15;13;2
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;3688;3272;4104;100;28;28;0;0;100;Totalt i retning BREIVIKA;3433;255;78;97;65;15;14;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7570;6715;8425;100;28;28;0;6;99,9;Totalt;7031;533;162;208;133;31;28;3
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;3669;3277;4061;100;31;31;0;0;100;1;3420;248;78;88;70;12;12;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;3920;3500;4340;100;31;31;0;7;99,8;2;3636;278;88;105;72;13;12;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;3920;3500;4340;100;31;31;0;7;99,8;Totalt i retning SENTRUM;3635;278;88;106;72;13;12;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;3670;3278;4062;100;31;31;0;1;100;Totalt i retning BREIVIKA;3421;248;78;88;70;12;12;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;7590;6780;8400;100;31;31;0;8;99,9;Totalt;7056;526;165;193;143;24;23;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3084;2598;3570;100;30;30;0;0;100;1;2891;193;64;68;49;11;11;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3271;2753;3789;100;30;30;0;4;99,9;2;3065;202;67;78;46;11;10;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3271;2753;3789;100;30;30;0;4;99,9;Totalt i retning SENTRUM;3065;202;67;78;46;11;10;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;3084;2598;3570;100;30;30;0;0;100;Totalt i retning BREIVIKA;2891;192;64;68;49;11;11;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6355;5352;7358;100;30;30;0;4;99,9;Totalt;5956;394;131;146;95;22;21;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3394;2972;3816;100;31;31;0;0;100;1;3157;236;81;91;51;13;13;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3565;3111;4019;100;31;31;0;4;99,9;2;3309;252;82;107;52;11;10;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3565;3111;4019;100;31;31;0;4;99,9;Totalt i retning SENTRUM;3309;252;82;107;52;11;10;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3394;2972;3816;100;31;31;0;0;100;Totalt i retning BREIVIKA;3158;236;81;91;51;13;13;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6959;6084;7834;100;31;31;0;4;99,9;Totalt;6466;488;163;198;103;24;23;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3238;2853;3623;100;30;30;0;1;100;1;2953;284;103;107;65;10;10;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3456;3048;3864;100;30;30;0;1;100;2;3142;313;107;127;65;14;13;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3456;3048;3864;100;30;30;0;1;100;Totalt i retning SENTRUM;3142;313;107;127;65;14;13;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3238;2853;3623;100;30;30;0;1;100;Totalt i retning BREIVIKA;2953;284;103;107;65;10;10;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6694;5902;7486;100;30;30;0;2;100;Totalt;6095;597;210;234;130;24;23;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2088;1862;2314;100;31;31;0;0;100;1;1865;223;82;79;51;11;11;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2267;2010;2524;100;31;31;0;0;100;2;2034;233;80;97;48;8;8;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2267;2010;2524;100;31;31;0;0;100;Totalt i retning SENTRUM;2033;233;80;97;48;8;8;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2088;1862;2314;100;31;31;0;0;100;Totalt i retning BREIVIKA;1865;223;82;79;51;11;11;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;4355;3873;4837;100;31;31;0;0;100;Totalt;3898;457;161;177;99;20;19;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3045;2662;3428;100;31;31;0;0;100;1;2783;262;94;101;54;13;13;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3297;2873;3721;100;31;31;0;0;100;2;3006;291;99;126;55;10;10;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3297;2873;3721;100;31;31;0;0;100;Totalt i retning SENTRUM;3005;291;99;126;55;10;10;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3046;2663;3429;100;31;31;0;1;100;Totalt i retning BREIVIKA;2783;262;94;101;54;13;13;0
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6343;5537;7149;100;31;31;0;1;100;Totalt;5788;553;194;227;109;23;22;1
05293V1125916;BREIVIKTUNNELEN;FV862 S1D1 m2604;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3551;3133;3969;100;30;30;0;0;100;1;3260;291;100;113;63;15;15;0
