Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2685;2488;2882;100,0;31;31;0;60;97,8;2;2142;484;300;125;43;16;15;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2397;2245;2549;100,0;31;31;0;137;94,3;4;1935;325;158;40;60;67;65;2
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5066;4750;5382;100,0;31;31;0;196;96,1;Totalt i retning Muse`gata;4064;806;458;163;102;83;80;3
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;16;10;22;100,0;31;31;0;1;93,8;Totalt i retning Nyløkken/Telegrafbukta;13;2;0;1;1;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5082;4764;5400;100,0;31;31;0;197;96,1;Totalt;4077;809;458;165;103;83;80;3
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;0;0;0;100,0;28;28;0;0;-;1;0;0;0;0;0;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2796;2604;2988;100,0;28;28;0;69;97,5;2;2253;474;282;130;43;19;18;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2719;2486;2952;100,0;28;28;0;145;94,7;4;2244;330;155;42;64;69;68;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5473;5126;5820;100,0;28;28;0;211;96,1;Totalt i retning Muse`gata;4464;798;437;168;105;89;86;3
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;42;21;63;100,0;28;28;0;3;92,9;Totalt i retning Nyløkken/Telegrafbukta;33;7;1;4;2;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5515;5167;5863;100,0;28;28;0;213;96,1;Totalt;4497;804;437;172;107;89;86;3
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;0;0;0;100,0;31;31;0;0;-;1;0;0;0;0;0;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2902;2720;3084;100,0;31;31;0;90;96,9;2;2337;475;279;133;46;16;15;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2988;2758;3218;100,0;31;31;0;225;92,5;4;2430;333;160;48;56;68;67;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5759;5418;6100;100,0;31;31;0;306;94,7;Totalt i retning Muse`gata;4663;790;437;171;97;85;82;3
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;132;25;239;100,0;31;31;0;10;92,4;Totalt i retning Nyløkken/Telegrafbukta;104;18;2;11;5;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5891;5539;6243;100,0;31;31;0;316;94,6;Totalt;4767;808;439;182;102;86;83;3
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;0;0;0;100,0;30;30;0;0;-;1;0;0;0;0;0;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2446;2163;2729;100,0;30;30;0;37;98,5;2;1990;419;261;107;36;15;14;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2173;2015;2331;100,0;30;30;0;55;97,5;4;1837;281;142;34;51;54;53;1
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4602;4169;5035;100,0;30;30;0;91;98,0;Totalt i retning Muse`gata;3813;698;403;140;86;68;66;2
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17;13;21;100,0;30;30;0;1;94,1;Totalt i retning Nyløkken/Telegrafbukta;14;2;0;1;1;0;0;0
05899V1109722;Strandvegen;KV40500 S1D1 m156;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;4619;4186;5052;100,0;30;30;0;92;98,0;Totalt;3827;700;403;141;87;69;67;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2032;1847;2217;100,0;31;31;0;22;98,9;1;1929;82;27;36;11;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2075;1815;2335;100,0;31;31;0;56;97,3;2;1686;333;24;46;241;22;20;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5499;4865;6133;100,0;31;31;0;3;99,9;3;5366;131;51;60;11;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5150;4604;5696;100,0;31;31;0;169;96,7;4;4468;512;151;75;244;42;38;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2356;2097;2615;100,0;31;31;0;1;100,0;6;2034;321;77;52;188;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9580;8522;10638;100,0;31;31;0;226;97,6;Totalt i retning Langnestunnelen;8187;1167;253;173;673;69;63;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7533;6745;8321;100,0;31;31;0;26;99,7;Totalt i retning Hamna;7294;212;77;97;22;17;16;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;17113;15268;18958;100,0;31;31;0;252;98,5;Totalt;15482;1379;330;269;695;85;79;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2185;1992;2378;100,0;28;28;0;18;99,2;1;2073;93;30;44;11;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2182;1919;2445;100,0;28;28;0;55;97,5;2;1782;344;27;48;248;21;19;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5738;5065;6411;100,0;28;28;0;4;99,9;3;5588;146;53;72;11;10;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5397;4844;5950;100,0;28;28;0;189;96,5;4;4668;540;163;85;246;45;41;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2486;2202;2770;100,0;28;28;0;5;99,8;6;2150;331;80;58;189;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;10064;8974;11154;100,0;28;28;0;249;97,5;Totalt i retning Langnestunnelen;8601;1214;270;191;683;71;64;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7924;7113;8735;100,0;28;28;0;23;99,7;Totalt i retning Hamna;7661;240;83;116;23;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;17988;16090;19886;100,0;28;28;0;272;98,5;Totalt;16262;1454;352;307;706;89;82;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2514;2312;2716;100,0;31;31;0;12;99,5;1;2374;127;35;67;13;11;11;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2289;2022;2556;100,0;31;31;0;62;97,3;2;1866;361;27;61;249;25;23;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5745;5147;6343;100,0;31;31;0;6;99,9;3;5589;150;49;79;12;11;10;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5528;5004;6052;100,0;31;31;0;215;96,1;4;4773;540;142;100;247;52;48;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2628;2379;2877;100,0;31;31;0;1;100,0;6;2264;363;87;77;195;4;4;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;10446;9418;11474;100,0;31;31;0;278;97,3;Totalt i retning Langnestunnelen;8903;1264;255;237;691;81;75;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8259;7505;9013;100,0;31;31;0;19;99,8;Totalt i retning Hamna;7962;278;84;146;25;22;21;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;18705;16925;20485;100,0;31;31;0;297;98,4;Totalt;16866;1542;339;383;716;103;96;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1927;1693;2161;100,0;30;30;0;23;98,8;1;1825;79;26;36;9;8;8;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2009;1630;2388;100,0;30;30;0;39;98,1;2;1662;307;21;46;221;19;17;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5618;4663;6573;100,0;30;30;0;6;99,9;3;5488;124;46;59;9;9;9;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5159;4343;5975;100,0;30;30;0;125;97,6;4;4540;494;149;69;235;41;37;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2445;2063;2827;100,0;30;30;0;0;100,0;6;2151;294;71;45;175;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;9613;8043;11183;100,0;30;30;0;164;98,3;Totalt i retning Langnestunnelen;8353;1096;241;160;631;64;58;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;7545;6368;8722;100,0;30;30;0;28;99,6;Totalt i retning Hamna;7313;204;72;95;18;19;18;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;17158;14413;19903;100,0;30;30;0;192;98,9;Totalt;15666;1300;313;255;649;82;75;7
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1640;1429;1851;100,0;31;31;0;22;98,7;1;1230;388;217;79;46;47;45;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;3669;3304;4034;100,0;31;31;0;423;88,5;2;2882;364;128;101;71;65;65;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;3682;3315;4049;100,0;31;31;0;427;88,4;Totalt i retning Kræmer;2889;365;128;101;71;65;65;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;1627;1417;1837;100,0;31;31;0;18;98,9;Totalt i retning Breivika;1222;387;216;79;46;47;45;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5309;4777;5841;100,0;31;31;0;445;91,6;Totalt;4112;752;344;179;117;112;110;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1687;1455;1919;100,0;28;28;0;23;98,6;1;1273;392;218;77;49;48;46;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;3989;3549;4429;100,0;28;28;0;627;84,3;2;3008;354;128;95;69;62;62;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4007;3564;4450;100,0;28;28;0;635;84,2;Totalt i retning Kræmer;3017;356;129;95;69;62;62;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;1669;1439;1899;100,0;28;28;0;15;99,1;Totalt i retning Breivika;1264;390;217;77;48;48;46;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5676;5038;6314;100,0;28;28;0;650;88,5;Totalt;4280;746;346;173;118;109;107;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2153;1853;2453;100,0;31;31;0;21;99,0;1;1605;527;281;123;63;60;58;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;3919;3536;4302;100,0;31;31;0;457;88,3;2;3044;418;138;136;82;63;63;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;3935;3550;4320;100,0;31;31;0;462;88,3;Totalt i retning Kræmer;3054;419;138;136;82;63;63;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2137;1837;2437;100,0;31;31;0;16;99,3;Totalt i retning Breivika;1596;526;280;123;63;60;58;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6072;5426;6718;100,0;31;31;0;478;92,1;Totalt;4649;945;418;259;145;123;121;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1730;1408;2052;100,0;30;30;0;25;98,6;1;1321;384;206;86;46;45;43;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3585;3094;4076;100,0;30;30;0;1069;70,2;2;2263;253;86;73;54;39;39;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;3602;3107;4097;100,0;30;30;0;1074;70,2;Totalt i retning Kræmer;2273;255;87;74;54;39;39;0
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;1712;1394;2030;100,0;30;30;0;18;98,9;Totalt i retning Breivika;1311;383;205;86;46;45;43;2
46453V1109708;Stakkevollvegen;KV37650 S1D1 m913;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5315;4524;6106;100,0;30;30;0;1094;79,4;Totalt;3584;638;292;160;101;84;82;2
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2440;2282;2598;100,0;31;31;0;1;100,0;1;2282;157;46;31;72;8;8;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2403;2254;2552;100,0;31;31;0;1;100,0;2;2220;182;67;31;69;15;15;0
47285V3050559;Kvaløyvegen;KV20600 S1D70 m1342;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2397;2248;2546;100,0;31;31;0;1;100,0;Totalt i retning Sorgenfri;2215;181;67;31;69;15;15;0
